CID	Pack_Number	Part_Number	AppricableCID	Keyword	CVN	Country Spec	Vehicle	Year	Engine	Aspiration	Transmission	Specification
EA1P300d	22765AE06G	22765AE06D	EA1P10Xd	A761B69C	A61800F5	N.AMERICA	Outback	2013	2.5L	non-Turbo	CVT	CAL
EA1P300d	22765AE06G	22765AE06E	EA1P101d	A761B69C	A61800F5	N.AMERICA	Outback	2013	2.5L	non-Turbo	CVT	CAL
EA1P300d	22765AE06G	22765AE06E	EA1P10Wd	A761B69C	A61800F5	N.AMERICA	Outback	2013	2.5L	non-Turbo	CVT	CAL
EA1P300d	22765AE06G	22765AE06F	EA1P102d	A761B69C	A61800F5	N.AMERICA	Outback	2013	2.5L	non-Turbo	CVT	CAL
EA1P300d	22765AE06G	22765AE06A	EA1L400d	A761B69C	A61800F5	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	CAL
EA1P300d	22765AE06G	22765AE06B	EA1L410d	A761B69C	A61800F5	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	CAL
EA1P300d	22765AE06G	22765AE06B	EA1L41Zd	A761B69C	A61800F5	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	CAL
EA1P300d	22765AE06G	22765AE06B	EA1L41zd	A761B69C	A61800F5	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	CAL
EA1P300d	22765AE06G	22765AE06D	EA1P100d	A761B69C	A61800F5	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	CAL
EA1P300d	22765AE06G	22765AE06D	EA1P10Zd	A761B69C	A61800F5	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	CAL
EA1P300d	22765AE06G	22765AE06D	EA1P10Xd	A761B69C	A61800F5	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	CAL
EA1P300d	22765AE06G	22765AE06E	EA1P101d	A761B69C	A61800F5	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	CAL
EA1P300d	22765AE06G	22765AE06E	EA1P10Wd	A761B69C	A61800F5	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	CAL
EA1P300d	22765AE06G	22765AE06F	EA1P102d	A761B69C	A61800F5	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	CAL
EA1P300e	22765AE05G	22765AE05A	EA1L400e	1BFB634F	45A2EC2F	N.AMERICA	Outback	2013	2.5L	non-Turbo	MT	FED
EA1P300e	22765AE05G	22765AE05B	EA1L410e	1BFB634F	45A2EC2F	N.AMERICA	Outback	2013	2.5L	non-Turbo	MT	FED
EA1P300e	22765AE05G	22765AE05D	EA1P100e	1BFB634F	45A2EC2F	N.AMERICA	Outback	2013	2.5L	non-Turbo	MT	FED
EA1P300e	22765AE05G	22765AE05D	EA1P10Ze	1BFB634F	45A2EC2F	N.AMERICA	Outback	2013	2.5L	non-Turbo	MT	FED
EA1P300e	22765AE05G	22765AE05E	EA1P101e	1BFB634F	45A2EC2F	N.AMERICA	Outback	2013	2.5L	non-Turbo	MT	FED
EA1P300e	22765AE05G	22765AE05E	EA1P10Ye	1BFB634F	45A2EC2F	N.AMERICA	Outback	2013	2.5L	non-Turbo	MT	FED
EA1P300e	22765AE05G	22765AE05F	EA1P102e	1BFB634F	45A2EC2F	N.AMERICA	Outback	2013	2.5L	non-Turbo	MT	FED
EA1P300e	22765AE05G	22765AE05A	EA1L400e	1BFB634F	45A2EC2F	N.AMERICA	Outback	2014	2.5L	non-Turbo	MT	FED
EA1P300e	22765AE05G	22765AE05B	EA1L410e	1BFB634F	45A2EC2F	N.AMERICA	Outback	2014	2.5L	non-Turbo	MT	FED
EA1P300e	22765AE05G	22765AE05D	EA1P100e	1BFB634F	45A2EC2F	N.AMERICA	Outback	2014	2.5L	non-Turbo	MT	FED
EA1P300e	22765AE05G	22765AE05D	EA1P10Ze	1BFB634F	45A2EC2F	N.AMERICA	Outback	2014	2.5L	non-Turbo	MT	FED
EA1P300e	22765AE05G	22765AE05E	EA1P101e	1BFB634F	45A2EC2F	N.AMERICA	Outback	2014	2.5L	non-Turbo	MT	FED
EA1P300e	22765AE05G	22765AE05E	EA1P10Ye	1BFB634F	45A2EC2F	N.AMERICA	Outback	2014	2.5L	non-Turbo	MT	FED
EA1P300e	22765AE05G	22765AE05F	EA1P102e	1BFB634F	45A2EC2F	N.AMERICA	Outback	2014	2.5L	non-Turbo	MT	FED
EA1P300f	22765AE07G	22765AE07A	EA1L400f	9582D116	DA34F5D8	N.AMERICA	Outback	2013	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07B	EA1L410f	9582D116	DA34F5D8	N.AMERICA	Outback	2013	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07B	EA1L41Zf	9582D116	DA34F5D8	N.AMERICA	Outback	2013	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07B	EA1L41zf	9582D116	DA34F5D8	N.AMERICA	Outback	2013	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07D	EA1P100f	9582D116	DA34F5D8	N.AMERICA	Outback	2013	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07D	EA1P10Zf	9582D116	DA34F5D8	N.AMERICA	Outback	2013	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07E	EA1P101f	9582D116	DA34F5D8	N.AMERICA	Outback	2013	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07E	EA1P10Wf	9582D116	DA34F5D8	N.AMERICA	Outback	2013	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07F	EA1P102f	9582D116	DA34F5D8	N.AMERICA	Outback	2013	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07A	EA1L400f	9582D116	DA34F5D8	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07B	EA1L410f	9582D116	DA34F5D8	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07B	EA1L41Zf	9582D116	DA34F5D8	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07B	EA1L41zf	9582D116	DA34F5D8	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07D	EA1P100f	9582D116	DA34F5D8	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07D	EA1P10Zf	9582D116	DA34F5D8	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07E	EA1P101f	9582D116	DA34F5D8	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07E	EA1P10Wf	9582D116	DA34F5D8	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	FED
EA1P300f	22765AE07G	22765AE07F	EA1P102f	9582D116	DA34F5D8	N.AMERICA	Outback	2014	2.5L	non-Turbo	CVT	FED
EB4GI00A	22765AF34J	22765AF34A	EB4G300A	56A0A88D	7BEE E9DC	N.AMERICA	Legacy	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34A	EB4G400A	56A0A88D	7BEE E9DC	N.AMERICA	Legacy	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34A	EB4G401A	56A0A88D	7BEE E9DC	N.AMERICA	Legacy	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34B	EB4G600A	56A0A88D	7BEE E9DC	N.AMERICA	Legacy	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34C	EB4GA00A	56A0A88D	7BEE E9DC	N.AMERICA	Legacy	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34D	EB4GA01A	56A0A88D	7BEE E9DC	N.AMERICA	Legacy	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34E	EB4GA02A	56A0A88D	7BEE E9DC	N.AMERICA	Legacy	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34F	EB4GA03A	56A0A88D	7BEE E9DC	N.AMERICA	Legacy	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34G	EB4GE00A	56A0A88D	7BEE E9DC	N.AMERICA	Legacy	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34H	EB4GH00A	56A0A88D	7BEE E9DC	N.AMERICA	Legacy	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34A	EB4G300A	56A0A88D	7BEE E9DC	N.AMERICA	Outback	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34A	EB4G400A	56A0A88D	7BEE E9DC	N.AMERICA	Outback	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34A	EB4G401A	56A0A88D	7BEE E9DC	N.AMERICA	Outback	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34B	EB4G600A	56A0A88D	7BEE E9DC	N.AMERICA	Outback	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34C	EB4GA00A	56A0A88D	7BEE E9DC	N.AMERICA	Outback	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34D	EB4GA01A	56A0A88D	7BEE E9DC	N.AMERICA	Outback	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34E	EB4GA02A	56A0A88D	7BEE E9DC	N.AMERICA	Outback	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34F	EB4GA03A	56A0A88D	7BEE E9DC	N.AMERICA	Outback	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34G	EB4GE00A	56A0A88D	7BEE E9DC	N.AMERICA	Outback	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00A	22765AF34J	22765AF34H	EB4GH00A	56A0A88D	7BEE E9DC	N.AMERICA	Outback	2015	2.5L	non-Turbo	MT	CANADA
EB4GI00B	22765AV37A	22765AF35A	EB4F300B	E9CD44A0	E16D 455B	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35A	EB4G100B	E9CD44A0	E16D 455B	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35A	EB4G300B	E9CD44A0	E16D 455B	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35A	EB4G400B	E9CD44A0	E16D 455B	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35B	EB4G401B	E9CD44A0	E16D 455B	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35C	EB4G600B	E9CD44A0	E16D 455B	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35D	EB4GA00B	E9CD44A0	E16D 455B	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35E	EB4GA01B	E9CD44A0	E16D 455B	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35F	EB4GA02B	E9CD44A0	E16D 455B	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35G	EB4GA03B	E9CD44A0	E16D 455B	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35H	EB4GE00B	E9CD44A0	E16D 455B	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35J	EB4GH00B	E9CD44A0	E16D 455B	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35A	EB4F300B	E9CD44A0	E16D 455B	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35A	EB4G100B	E9CD44A0	E16D 455B	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35A	EB4G300B	E9CD44A0	E16D 455B	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35A	EB4G400B	E9CD44A0	E16D 455B	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35B	EB4G401B	E9CD44A0	E16D 455B	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35C	EB4G600B	E9CD44A0	E16D 455B	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35D	EB4GA00B	E9CD44A0	E16D 455B	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35E	EB4GA01B	E9CD44A0	E16D 455B	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35F	EB4GA02B	E9CD44A0	E16D 455B	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35G	EB4GA03B	E9CD44A0	E16D 455B	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35H	EB4GE00B	E9CD44A0	E16D 455B	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	FED
EB4GI00B	22765AV37A	22765AF35J	EB4GH00B	E9CD44A0	E16D 455B	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	FED
EB4GI00C	22765AV38A	22765AF36A	EB4F300C	C1312261	F9CD 3B94	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36A	EB4G100C	C1312261	F9CD 3B94	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36A	EB4G300C	C1312261	F9CD 3B94	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36A	EB4G400C	C1312261	F9CD 3B94	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36B	EB4G401C	C1312261	F9CD 3B94	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36C	EB4G600C	C1312261	F9CD 3B94	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36D	EB4GA00C	C1312261	F9CD 3B94	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36E	EB4GA01C	C1312261	F9CD 3B94	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36F	EB4GA02C	C1312261	F9CD 3B94	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36G	EB4GA03C	C1312261	F9CD 3B94	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36H	EB4GE00C	C1312261	F9CD 3B94	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36J	EB4GH00C	C1312261	F9CD 3B94	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36A	EB4F300C	C1312261	F9CD 3B94	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36A	EB4G100C	C1312261	F9CD 3B94	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36A	EB4G300C	C1312261	F9CD 3B94	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36A	EB4G400C	C1312261	F9CD 3B94	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36B	EB4G401C	C1312261	F9CD 3B94	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36C	EB4G600C	C1312261	F9CD 3B94	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36D	EB4GA00C	C1312261	F9CD 3B94	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36E	EB4GA01C	C1312261	F9CD 3B94	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36F	EB4GA02C	C1312261	F9CD 3B94	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36G	EB4GA03C	C1312261	F9CD 3B94	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36H	EB4GE00C	C1312261	F9CD 3B94	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00C	22765AV38A	22765AF36J	EB4GH00C	C1312261	F9CD 3B94	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00c	22765AK16H	22765AK16A	EB4G700C	ED337380	6C44 37C5	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00c	22765AK16H	22765AK16B	EB4GA00c	ED337380	6C44 37C5	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00c	22765AK16H	22765AK16C	EB4GA01c	ED337380	6C44 37C5	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00c	22765AK16H	22765AK16D	EB4GA02c	ED337380	6C44 37C5	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00c	22765AK16H	22765AK16E	EB4GA03c	ED337380	6C44 37C5	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00c	22765AK16H	22765AK16F	EB4GE00c	ED337380	6C44 37C5	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00c	22765AK16H	22765AK16G	EB4GH00c	ED337380	6C44 37C5	N.AMERICA	Legacy	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00c	22765AK16H	22765AK16A	EB4G700C	ED337380	6C44 37C5	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00c	22765AK16H	22765AK16B	EB4GA00c	ED337380	6C44 37C5	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00c	22765AK16H	22765AK16C	EB4GA01c	ED337380	6C44 37C5	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00c	22765AK16H	22765AK16D	EB4GA02c	ED337380	6C44 37C5	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00c	22765AK16H	22765AK16E	EB4GA03c	ED337380	6C44 37C5	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00c	22765AK16H	22765AK16F	EB4GE00c	ED337380	6C44 37C5	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4GI00c	22765AK16H	22765AK16G	EB4GH00c	ED337380	6C44 37C5	N.AMERICA	Outback	2015	2.5L	non-Turbo	CVT	CAL
EB4I350A	22765AJ13F	22765AJ13A	EB4I200A	88295D8A	7A61 5F37	N.AMERICA	Legacy	2016	2.5L	non-Turbo	MT	CANADA
EB4I350A	22765AJ13F	22765AJ13A	EB4I310A	88295D8A	7A61 5F37	N.AMERICA	Legacy	2016	2.5L	non-Turbo	MT	CANADA
EB4I350A	22765AJ13F	22765AJ13B	EB4I311A	88295D8A	7A61 5F37	N.AMERICA	Legacy	2016	2.5L	non-Turbo	MT	CANADA
EB4I350A	22765AJ13F	22765AJ13C	EB4I312A	88295D8A	7A61 5F37	N.AMERICA	Legacy	2016	2.5L	non-Turbo	MT	CANADA
EB4I350A	22765AJ13F	22765AJ13D	EB4I313A	88295D8A	7A61 5F37	N.AMERICA	Legacy	2016	2.5L	non-Turbo	MT	CANADA
EB4I350A	22765AJ13F	22765AJ13D	EB4I31ZA	88295D8A	7A61 5F37	N.AMERICA	Legacy	2016	2.5L	non-Turbo	MT	CANADA
EB4I350A	22765AJ13F	22765AJ13E	EB4I330A	88295D8A	7A61 5F37	N.AMERICA	Legacy	2016	2.5L	non-Turbo	MT	CANADA
EB4I350A	22765AJ13F	22765AJ13A	EB4I200A	88295D8A	7A61 5F37	N.AMERICA	Outback	2016	2.5L	non-Turbo	MT	CANADA
EB4I350A	22765AJ13F	22765AJ13A	EB4I310A	88295D8A	7A61 5F37	N.AMERICA	Outback	2016	2.5L	non-Turbo	MT	CANADA
EB4I350A	22765AJ13F	22765AJ13B	EB4I311A	88295D8A	7A61 5F37	N.AMERICA	Outback	2016	2.5L	non-Turbo	MT	CANADA
EB4I350A	22765AJ13F	22765AJ13C	EB4I312A	88295D8A	7A61 5F37	N.AMERICA	Outback	2016	2.5L	non-Turbo	MT	CANADA
EB4I350A	22765AJ13F	22765AJ13D	EB4I313A	88295D8A	7A61 5F37	N.AMERICA	Outback	2016	2.5L	non-Turbo	MT	CANADA
EB4I350A	22765AJ13F	22765AJ13D	EB4I31ZA	88295D8A	7A61 5F37	N.AMERICA	Outback	2016	2.5L	non-Turbo	MT	CANADA
EB4I350A	22765AJ13F	22765AJ13E	EB4I330A	88295D8A	7A61 5F37	N.AMERICA	Outback	2016	2.5L	non-Turbo	MT	CANADA
EB4I350C	22765AJ14F	22765AJ14A	EB4I200C	4BB01297	9EDD E292	N.AMERICA	Legacy	2016	2.5L	non-Turbo	CVT	CAL
EB4I350C	22765AJ14F	22765AJ14A	EB4I310C	4BB01297	9EDD E292	N.AMERICA	Legacy	2016	2.5L	non-Turbo	CVT	CAL
EB4I350C	22765AJ14F	22765AJ14B	EB4I311C	4BB01297	9EDD E292	N.AMERICA	Legacy	2016	2.5L	non-Turbo	CVT	CAL
EB4I350C	22765AJ14F	22765AJ14C	EB4I312C	4BB01297	9EDD E292	N.AMERICA	Legacy	2016	2.5L	non-Turbo	CVT	CAL
EB4I350C	22765AJ14F	22765AJ14D	EB4I313C	4BB01297	9EDD E292	N.AMERICA	Legacy	2016	2.5L	non-Turbo	CVT	CAL
EB4I350C	22765AJ14F	22765AJ14D	EB4I31ZC	4BB01297	9EDD E292	N.AMERICA	Legacy	2016	2.5L	non-Turbo	CVT	CAL
EB4I350C	22765AJ14F	22765AJ14E	EB4I330C	4BB01297	9EDD E292	N.AMERICA	Legacy	2016	2.5L	non-Turbo	CVT	CAL
EB4I350C	22765AJ14F	22765AJ14A	EB4I200C	4BB01297	9EDD E292	N.AMERICA	Outback	2016	2.5L	non-Turbo	CVT	CAL
EB4I350C	22765AJ14F	22765AJ14A	EB4I310C	4BB01297	9EDD E292	N.AMERICA	Outback	2016	2.5L	non-Turbo	CVT	CAL
EB4I350C	22765AJ14F	22765AJ14B	EB4I311C	4BB01297	9EDD E292	N.AMERICA	Outback	2016	2.5L	non-Turbo	CVT	CAL
EB4I350C	22765AJ14F	22765AJ14C	EB4I312C	4BB01297	9EDD E292	N.AMERICA	Outback	2016	2.5L	non-Turbo	CVT	CAL
EB4I350C	22765AJ14F	22765AJ14D	EB4I313C	4BB01297	9EDD E292	N.AMERICA	Outback	2016	2.5L	non-Turbo	CVT	CAL
EB4I350C	22765AJ14F	22765AJ14D	EB4I31ZC	4BB01297	9EDD E292	N.AMERICA	Outback	2016	2.5L	non-Turbo	CVT	CAL
EB4I350C	22765AJ14F	22765AJ14E	EB4I330C	4BB01297	9EDD E292	N.AMERICA	Outback	2016	2.5L	non-Turbo	CVT	CAL
EB4I350B	22765AJ15F	22765AJ15A	EB4I200B	607512EB	AC29 BBE1	N.AMERICA	Legacy	2016	2.5L	non-Turbo	CVT	FED
EB4I350B	22765AJ15F	22765AJ15A	EB4I310B	607512EB	AC29 BBE1	N.AMERICA	Legacy	2016	2.5L	non-Turbo	CVT	FED
EB4I350B	22765AJ15F	22765AJ15B	EB4I311B	607512EB	AC29 BBE1	N.AMERICA	Legacy	2016	2.5L	non-Turbo	CVT	FED
EB4I350B	22765AJ15F	22765AJ15C	EB4I312B	607512EB	AC29 BBE1	N.AMERICA	Legacy	2016	2.5L	non-Turbo	CVT	FED
EB4I350B	22765AJ15F	22765AJ15D	EB4I313B	607512EB	AC29 BBE1	N.AMERICA	Legacy	2016	2.5L	non-Turbo	CVT	FED
EB4I350B	22765AJ15F	22765AJ15D	EB4I31ZB	607512EB	AC29 BBE1	N.AMERICA	Legacy	2016	2.5L	non-Turbo	CVT	FED
EB4I350B	22765AJ15F	22765AJ15E	EB4I330B	607512EB	AC29 BBE1	N.AMERICA	Legacy	2016	2.5L	non-Turbo	CVT	FED
EB4I350B	22765AJ15F	22765AJ15A	EB4I200B	607512EB	AC29 BBE1	N.AMERICA	Outback	2016	2.5L	non-Turbo	CVT	FED
EB4I350B	22765AJ15F	22765AJ15A	EB4I310B	607512EB	AC29 BBE1	N.AMERICA	Outback	2016	2.5L	non-Turbo	CVT	FED
EB4I350B	22765AJ15F	22765AJ15B	EB4I311B	607512EB	AC29 BBE1	N.AMERICA	Outback	2016	2.5L	non-Turbo	CVT	FED
EB4I350B	22765AJ15F	22765AJ15C	EB4I312B	607512EB	AC29 BBE1	N.AMERICA	Outback	2016	2.5L	non-Turbo	CVT	FED
EB4I350B	22765AJ15F	22765AJ15D	EB4I313B	607512EB	AC29 BBE1	N.AMERICA	Outback	2016	2.5L	non-Turbo	CVT	FED
EB4I350B	22765AJ15F	22765AJ15D	EB4I31ZB	607512EB	AC29 BBE1	N.AMERICA	Outback	2016	2.5L	non-Turbo	CVT	FED
EB4I350B	22765AJ15F	22765AJ15E	EB4I330B	607512EB	AC29 BBE1	N.AMERICA	Outback	2016	2.5L	non-Turbo	CVT	FED
EB4I550A	22765AK49G	22765AK49A	EB4I500A	7A09D6E0	85A6 AE08	N.AMERICA	Legacy	2017	2.5L	non-Turbo	MT	CANADA
EB4I550A	22765AK49G	22765AK49B	EB4I501A	7A09D6E0	85A6 AE08	N.AMERICA	Legacy	2017	2.5L	non-Turbo	MT	CANADA
EB4I550A	22765AK49G	22765AK49C	EB4I502A	7A09D6E0	85A6 AE08	N.AMERICA	Legacy	2017	2.5L	non-Turbo	MT	CANADA
EB4I550A	22765AK49G	22765AK49D	EB4I503A	7A09D6E0	85A6 AE08	N.AMERICA	Legacy	2017	2.5L	non-Turbo	MT	CANADA
EB4I550A	22765AK49G	22765AK49E	EB4I504A	7A09D6E0	85A6 AE08	N.AMERICA	Legacy	2017	2.5L	non-Turbo	MT	CANADA
EB4I550A	22765AK49G	22765AK49E	EB4I50ZA	7A09D6E0	85A6 AE08	N.AMERICA	Legacy	2017	2.5L	non-Turbo	MT	CANADA
EB4I550A	22765AK49G	22765AK49F	EB4I530A	7A09D6E0	85A6 AE08	N.AMERICA	Legacy	2017	2.5L	non-Turbo	MT	CANADA
