CID	Pack_Number	Part_Number	AppricableCID	Keyword	CVN	Country Spec	Vehicle	Year	Engine	Aspiration	Transmission	Specification
EB4I550A	22765AK49G	22765AK49A	EB4I500A	7A09D6E0	85A6 AE08	N.AMERICA	Outback	2017	2.5L	non-Turbo	MT	CANADA
EB4I550A	22765AK49G	22765AK49B	EB4I501A	7A09D6E0	85A6 AE08	N.AMERICA	Outback	2017	2.5L	non-Turbo	MT	CANADA
EB4I550A	22765AK49G	22765AK49C	EB4I502A	7A09D6E0	85A6 AE08	N.AMERICA	Outback	2017	2.5L	non-Turbo	MT	CANADA
EB4I550A	22765AK49G	22765AK49D	EB4I503A	7A09D6E0	85A6 AE08	N.AMERICA	Outback	2017	2.5L	non-Turbo	MT	CANADA
EB4I550A	22765AK49G	22765AK49E	EB4I504A	7A09D6E0	85A6 AE08	N.AMERICA	Outback	2017	2.5L	non-Turbo	MT	CANADA
EB4I550A	22765AK49G	22765AK49E	EB4I50ZA	7A09D6E0	85A6 AE08	N.AMERICA	Outback	2017	2.5L	non-Turbo	MT	CANADA
EB4I550A	22765AK49G	22765AK49F	EB4I530A	7A09D6E0	85A6 AE08	N.AMERICA	Outback	2017	2.5L	non-Turbo	MT	CANADA
EB4I550C	22765AK48G	22765AK48A	EB4I500C	57166248	01A1 1501	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48A	EB4I50ZC	57166248	01A1 1501	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48A	EB4I50YC	57166248	01A1 1501	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48B	EB4I501C	57166248	01A1 1501	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48C	EB4I502C	57166248	01A1 1501	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48D	EB4I503C	57166248	01A1 1501	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48E	EB4I504C	57166248	01A1 1501	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48E	EB4I50XC	57166248	01A1 1501	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48F	EB4I530C	57166248	01A1 1501	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48A	EB4I500C	57166248	01A1 1501	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48A	EB4I50ZC	57166248	01A1 1501	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48A	EB4I50YC	57166248	01A1 1501	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48B	EB4I501C	57166248	01A1 1501	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48C	EB4I502C	57166248	01A1 1501	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48D	EB4I503C	57166248	01A1 1501	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48E	EB4I504C	57166248	01A1 1501	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48E	EB4I50XC	57166248	01A1 1501	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	CAL
EB4I550C	22765AK48G	22765AK48F	EB4I530C	57166248	01A1 1501	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	CAL
EB4I550B	22765AK50G	22765AK50A	EB4I500B	819BE7E1	C40D 866E	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50A	EB4I501B	819BE7E1	C40D 866E	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50A	EB4I50ZB	819BE7E1	C40D 866E	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50B	EB4I502B	819BE7E1	C40D 866E	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50C	EB4I503B	819BE7E1	C40D 866E	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50D	EB4I504B	819BE7E1	C40D 866E	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50E	EB4I505B	819BE7E1	C40D 866E	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50E	EB4I50YB	819BE7E1	C40D 866E	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50F	EB4I530B	819BE7E1	C40D 866E	N.AMERICA	Legacy	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50A	EB4I500B	819BE7E1	C40D 866E	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50A	EB4I501B	819BE7E1	C40D 866E	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50A	EB4I50ZB	819BE7E1	C40D 866E	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50B	EB4I502B	819BE7E1	C40D 866E	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50C	EB4I503B	819BE7E1	C40D 866E	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50D	EB4I504B	819BE7E1	C40D 866E	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50E	EB4I505B	819BE7E1	C40D 866E	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50E	EB4I50YB	819BE7E1	C40D 866E	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	FED
EB4I550B	22765AK50G	22765AK50F	EB4I530B	819BE7E1	C40D 866E	N.AMERICA	Outback	2017	2.5L	non-Turbo	CVT	FED
EB4T700C	22765AK85D	22765AK85A	EB4P000C	ED0B7C17	8446 CB8D	N.AMERICA	Legacy	2018	2.5L	non-Turbo	CVT	CAL
EB4T700C	22765AK85D	22765AK85A	EB4P001C	ED0B7C17	8446 CB8D	N.AMERICA	Legacy	2018	2.5L	non-Turbo	CVT	CAL
EB4T700C	22765AK85D	22765AK85A	EB4S100C	ED0B7C17	8446 CB8D	N.AMERICA	Legacy	2018	2.5L	non-Turbo	CVT	CAL
EB4T700C	22765AK85D	22765AK85B	EB4S101C	ED0B7C17	8446 CB8D	N.AMERICA	Legacy	2018	2.5L	non-Turbo	CVT	CAL
EB4T700C	22765AK85D	22765AK85B	EB4S10ZC	ED0B7C17	8446 CB8D	N.AMERICA	Legacy	2018	2.5L	non-Turbo	CVT	CAL
EB4T700C	22765AK85D	22765AK85C	EB4T400C	ED0B7C17	8446 CB8D	N.AMERICA	Legacy	2018	2.5L	non-Turbo	CVT	CAL
EB4T700C	22765AK85D	22765AK85A	EB4P000C	ED0B7C17	8446 CB8D	N.AMERICA	Outback	2018	2.5L	non-Turbo	CVT	CAL
EB4T700C	22765AK85D	22765AK85A	EB4P001C	ED0B7C17	8446 CB8D	N.AMERICA	Outback	2018	2.5L	non-Turbo	CVT	CAL
EB4T700C	22765AK85D	22765AK85A	EB4S100C	ED0B7C17	8446 CB8D	N.AMERICA	Outback	2018	2.5L	non-Turbo	CVT	CAL
EB4T700C	22765AK85D	22765AK85B	EB4S101C	ED0B7C17	8446 CB8D	N.AMERICA	Outback	2018	2.5L	non-Turbo	CVT	CAL
EB4T700C	22765AK85D	22765AK85B	EB4S10ZC	ED0B7C17	8446 CB8D	N.AMERICA	Outback	2018	2.5L	non-Turbo	CVT	CAL
EB4T700C	22765AK85D	22765AK85C	EB4T400C	ED0B7C17	8446 CB8D	N.AMERICA	Outback	2018	2.5L	non-Turbo	CVT	CAL
EB4V900C	22765AN06C	22765AN06A	EB4V000C	03B99837	5302 B77D	N.AMERICA	Legacy	2019	2.5L	non-Turbo	CVT	CAL
EB4V900C	22765AN06C	22765AN06A	EB4V00ZC	03B99837	5302 B77D	N.AMERICA	Legacy	2019	2.5L	non-Turbo	CVT	CAL
EB4V900C	22765AN06C	22765AN06B	EB4V600C	03B99837	5302 B77D	N.AMERICA	Legacy	2019	2.5L	non-Turbo	CVT	CAL
EB4V900C	22765AN06C	22765AN06A	EB4V000C	03B99837	5302 B77D	N.AMERICA	Outback	2019	2.5L	non-Turbo	CVT	CAL
EB4V900C	22765AN06C	22765AN06A	EB4V00ZC	03B99837	5302 B77D	N.AMERICA	Outback	2019	2.5L	non-Turbo	CVT	CAL
EB4V900C	22765AN06C	22765AN06B	EB4V600C	03B99837	5302 B77D	N.AMERICA	Outback	2019	2.5L	non-Turbo	CVT	CAL
DB4T700D	22765AK89D	22765AK89A	DB4P000D	A26C95FA	A6A4 960B	N.AMERICA	Legacy	2018	3.6L	non-Turbo	CVT	FED  CAL
DB4T700D	22765AK89D	22765AK89A	DB4P001D	A26C95FA	A6A4 960B	N.AMERICA	Legacy	2018	3.6L	non-Turbo	CVT	FED  CAL
DB4T700D	22765AK89D	22765AK89B	DB4T400D	A26C95FA	A6A4 960B	N.AMERICA	Legacy	2018	3.6L	non-Turbo	CVT	FED  CAL
DB4T700D	22765AK89D	22765AK89C	DB4T600D	A26C95FA	A6A4 960B	N.AMERICA	Legacy	2018	3.6L	non-Turbo	CVT	FED  CAL
DB4T700D	22765AK89D	22765AK89A	DB4P000D	A26C95FA	A6A4 960B	N.AMERICA	Outback	2018	3.6L	non-Turbo	CVT	FED  CAL
DB4T700D	22765AK89D	22765AK89A	DB4P001D	A26C95FA	A6A4 960B	N.AMERICA	Outback	2018	3.6L	non-Turbo	CVT	FED  CAL
DB4T700D	22765AK89D	22765AK89B	DB4T400D	A26C95FA	A6A4 960B	N.AMERICA	Outback	2018	3.6L	non-Turbo	CVT	FED  CAL
DB4T700D	22765AK89D	22765AK89C	DB4T600D	A26C95FA	A6A4 960B	N.AMERICA	Outback	2018	3.6L	non-Turbo	CVT	FED  CAL
DB4V900D	22765AN11D	22765AN11A	DB4V000D	03BC002D	B90D 3610	N.AMERICA	Legacy	2019	3.6L	non-Turbo	CVT	FED  CAL
DB4V900D	22765AN11D	22765AN11B	DB4V600D	03BC002D	B90D 3610	N.AMERICA	Legacy	2019	3.6L	non-Turbo	CVT	FED  CAL
DB4V900D	22765AN11D	22765AN11C	DB4V800D	03BC002D	B90D 3610	N.AMERICA	Legacy	2019	3.6L	non-Turbo	CVT	FED  CAL
DB4V900D	22765AN11D	22765AN11A	DB4V000D	03BC002D	B90D 3610	N.AMERICA	Outback	2019	3.6L	non-Turbo	CVT	FED  CAL
DB4V900D	22765AN11D	22765AN11B	DB4V600D	03BC002D	B90D 3610	N.AMERICA	Outback	2019	3.6L	non-Turbo	CVT	FED  CAL
DB4V900D	22765AN11D	22765AN11C	DB4V800D	03BC002D	B90D 3610	N.AMERICA	Outback	2019	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45A	DB4F300D	6FE961CB	C5EB 162C	N.AMERICA	Legacy	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45A	DB4F301D	6FE961CB	C5EB 162C	N.AMERICA	Legacy	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45A	DB4G300D	6FE961CB	C5EB 162C	N.AMERICA	Legacy	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45B	DB4G301D	6FE961CB	C5EB 162C	N.AMERICA	Legacy	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45B	DB4G3Z1D	6FE961CB	C5EB 162C	N.AMERICA	Legacy	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45C	DB4GA00D	6FE961CB	C5EB 162C	N.AMERICA	Legacy	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45D	DB4GA01D	6FE961CB	C5EB 162C	N.AMERICA	Legacy	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45E	DB4GE00D	6FE961CB	C5EB 162C	N.AMERICA	Legacy	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45F	DB4GG00D	6FE961CB	C5EB 162C	N.AMERICA	Legacy	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45G	DB4GH00D	6FE961CB	C5EB 162C	N.AMERICA	Legacy	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45A	DB4F300D	6FE961CB	C5EB 162C	N.AMERICA	Outback	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45A	DB4F301D	6FE961CB	C5EB 162C	N.AMERICA	Outback	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45A	DB4G300D	6FE961CB	C5EB 162C	N.AMERICA	Outback	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45B	DB4G301D	6FE961CB	C5EB 162C	N.AMERICA	Outback	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45B	DB4G3Z1D	6FE961CB	C5EB 162C	N.AMERICA	Outback	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45C	DB4GA00D	6FE961CB	C5EB 162C	N.AMERICA	Outback	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45D	DB4GA01D	6FE961CB	C5EB 162C	N.AMERICA	Outback	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45E	DB4GE00D	6FE961CB	C5EB 162C	N.AMERICA	Outback	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45F	DB4GG00D	6FE961CB	C5EB 162C	N.AMERICA	Outback	2015	3.6L	non-Turbo	CVT	FED  CAL
DB4GI00D	22765AF45H	22765AF45G	DB4GH00D	6FE961CB	C5EB 162C	N.AMERICA	Outback	2015	3.6L	non-Turbo	CVT	FED  CAL
D0XJ007B	22611AK12B	22611AK12A	D0XJ002B	8C4102DE	F3080CD0	N.AMERICA	Tribeca	2006	3.0L	non-Turbo	AT	FED  CAL
DZ1E401B	22611AN03C	22611AN03B	DZ1E103B	D80ADBF1	50337C5A	N.AMERICA	Tribeca	2008	3.6L	non-Turbo	AT	FED  CAL
DE5IB40K	22765AB32D	22765AB32A	DE5F810K	7A9722D8	1E11 22BC	N.AMERICA	Tribeca	2011	3.6L	non-Turbo	AT	FED  CAL
DE5IB40K	22765AB32D	22765AB32C	DE5IB00K	7A9722D8	1E11 22BC	N.AMERICA	Tribeca	2011	3.6L	non-Turbo	AT	FED  CAL
DE5K800K	22765AD47C	22765AD47A	DE5K410K	E1A4EE2C	E6A2 FD61	N.AMERICA	Tribeca	2012	3.6L	non-Turbo	AT	FED  CAL
DE5K800K	22765AD47C	22765AD47B	DE5K411K	E1A4EE2C	E6A2 FD61	N.AMERICA	Tribeca	2012	3.6L	non-Turbo	AT	FED  CAL
CID# is not available.	UD-S204	22611AE520	CID# is not available.	5239AC77	CVN is not available.	N.AMERICA	Impreza	1999	2.2L	non-Turbo	MT	FED  CAL
CID# is not available.	UD-S204	22611AE521	CID# is not available.	5239AC77	CVN is not available.	N.AMERICA	Impreza	1999	2.2L	non-Turbo	MT	FED  CAL
CID# is not available.	UD-S204	22611AE522	CID# is not available.	5239AC77	CVN is not available.	N.AMERICA	Impreza	1999	2.2L	non-Turbo	MT	FED  CAL
CID# is not available.	UD-S204	22611AE523	CID# is not available.	5239AC77	CVN is not available.	N.AMERICA	Impreza	1999	2.2L	non-Turbo	MT	FED  CAL
CID# is not available.	UD-S204	22611AE520	CID# is not available.	5239AC77	CVN is not available.	N.AMERICA	Impreza	2000	2.2L	non-Turbo	MT	FED  CAL
CID# is not available.	UD-S204	22611AE521	CID# is not available.	5239AC77	CVN is not available.	N.AMERICA	Impreza	2000	2.2L	non-Turbo	MT	FED  CAL
CID# is not available.	UD-S204	22611AE522	CID# is not available.	5239AC77	CVN is not available.	N.AMERICA	Impreza	2000	2.2L	non-Turbo	MT	FED  CAL
CID# is not available.	UD-S204	22611AE523	CID# is not available.	5239AC77	CVN is not available.	N.AMERICA	Impreza	2000	2.2L	non-Turbo	MT	FED  CAL
CID# is not available.	UD-S204	22611AE520	CID# is not available.	5239AC77	CVN is not available.	N.AMERICA	Impreza	2001	2.2L	non-Turbo	MT	FED  CAL
CID# is not available.	UD-S204	22611AE521	CID# is not available.	5239AC77	CVN is not available.	N.AMERICA	Impreza	2001	2.2L	non-Turbo	MT	FED  CAL
CID# is not available.	UD-S204	22611AE522	CID# is not available.	5239AC77	CVN is not available.	N.AMERICA	Impreza	2001	2.2L	non-Turbo	MT	FED  CAL
CID# is not available.	UD-S204	22611AE523	CID# is not available.	5239AC77	CVN is not available.	N.AMERICA	Impreza	2001	2.2L	non-Turbo	MT	FED  CAL
DU2IHGB3	UD-S205A	22611AF581	CID# is not available.	60F69F37	4B38 5E62	N.AMERICA	Impreza	2000	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF582	CID# is not available.	60F69F37	4B38 5E62	N.AMERICA	Impreza	2000	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF583	CID# is not available.	60F69F37	4B38 5E62	N.AMERICA	Impreza	2000	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF584	DU1IJGM1	60F69F37	4B38 5E62	N.AMERICA	Impreza	2000	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF591	CID# is not available.	60F69F37	4B38 5E62	N.AMERICA	Impreza	2000	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF592	CID# is not available.	60F69F37	4B38 5E62	N.AMERICA	Impreza	2000	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF593	CID# is not available.	60F69F37	4B38 5E62	N.AMERICA	Impreza	2000	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF594	DU1IJGA1	60F69F37	4B38 5E62	N.AMERICA	Impreza	2000	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AH960	DU2ＩBG06	60F69F37	4B38 5E62	N.AMERICA	Impreza	2000	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AH961	DU2ICG08	60F69F37	4B38 5E62	N.AMERICA	Impreza	2000	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AH962	DU2ICG0A	60F69F37	4B38 5E62	N.AMERICA	Impreza	2000	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AH963	DU2IDG0C	60F69F37	4B38 5E62	N.AMERICA	Impreza	2000	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AH964	DU2IEG0E	60F69F37	4B38 5E62	N.AMERICA	Impreza	2000	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AH965	DU2IGGB1	60F69F37	4B38 5E62	N.AMERICA	Impreza	2000	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF581	CID# is not available.	60F69F37	4B38 5E62	N.AMERICA	Impreza	2001	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF582	CID# is not available.	60F69F37	4B38 5E62	N.AMERICA	Impreza	2001	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF583	CID# is not available.	60F69F37	4B38 5E62	N.AMERICA	Impreza	2001	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF584	DU1IJGM1	60F69F37	4B38 5E62	N.AMERICA	Impreza	2001	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF591	CID# is not available.	60F69F37	4B38 5E62	N.AMERICA	Impreza	2001	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF592	CID# is not available.	60F69F37	4B38 5E62	N.AMERICA	Impreza	2001	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF593	CID# is not available.	60F69F37	4B38 5E62	N.AMERICA	Impreza	2001	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AF594	DU1IJGA1	60F69F37	4B38 5E62	N.AMERICA	Impreza	2001	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AH960	DU2ＩBG06	60F69F37	4B38 5E62	N.AMERICA	Impreza	2001	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AH961	DU2ICG08	60F69F37	4B38 5E62	N.AMERICA	Impreza	2001	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AH962	DU2ICG0A	60F69F37	4B38 5E62	N.AMERICA	Impreza	2001	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AH963	DU2IDG0C	60F69F37	4B38 5E62	N.AMERICA	Impreza	2001	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AH964	DU2IEG0E	60F69F37	4B38 5E62	N.AMERICA	Impreza	2001	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGB3	UD-S205A	22611AH965	DU2IGGB1	60F69F37	4B38 5E62	N.AMERICA	Impreza	2001	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGS3	UD-S205B	22611AF401	DU2I61G5	941EFDAB	BA3E 5E62	N.AMERICA	Impreza	2002	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGS3	UD-S205B	22611AF402	DU2IBG05	941EFDAB	BA3E 5E62	N.AMERICA	Impreza	2002	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGS3	UD-S205B	22611AF403	DU2ICG07	941EFDAB	BA3E 5E62	N.AMERICA	Impreza	2002	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGS3	UD-S205B	22611AF404	DU2ICG09	941EFDAB	BA3E 5E62	N.AMERICA	Impreza	2002	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGS3	UD-S205B	22611AF405	DU2IDG0B	941EFDAB	BA3E 5E62	N.AMERICA	Impreza	2002	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGS3	UD-S205B	22611AF406	DU2IEG0D	941EFDAB	BA3E 5E62	N.AMERICA	Impreza	2002	2.5L	non-Turbo	MT AT	FED  CAL
DU2IHGS3	UD-S205B	22611AF407	DU2IGGS1	941EFDAB	BA3E 5E62	N.AMERICA	Impreza	2002	2.5L	non-Turbo	MT AT	FED  CAL
A4SGE01C	UD-S204	22611AF421	A4SG900C	5239AC77	E1F11923	N.AMERICA	Impreza	2002	2.0L	Turbo	MT	FED  CAL
A4SGE01C	UD-S204	22611AF422	A4SGA00C	5239AC77	E1F11923	N.AMERICA	Impreza	2002	2.0L	Turbo	MT	FED  CAL
A4SGE01C	UD-S204	22611AF423	A4SGC00C	5239AC77	E1F11923	N.AMERICA	Impreza	2002	2.0L	Turbo	MT	FED  CAL
A4SGE01C	UD-S204	22611AF424	A4SGD10C	5239AC77	E1F11923	N.AMERICA	Impreza	2002	2.0L	Turbo	MT	FED  CAL
A4SGE01C	UD-S204	22611AF425	A4SGE00C	5239AC77	E1F11923	N.AMERICA	Impreza	2002	2.0L	Turbo	MT AT	FED  CAL
A4SGE01C	UD-S204	22611AF411	A4SG900C	5239AC77	E1F11923	N.AMERICA	Impreza	2002	2.0L	Turbo	AT	FED  CAL
A4SGE01C	UD-S204	22611AF412	A4SGA00C	5239AC77	E1F11923	N.AMERICA	Impreza	2002	2.0L	Turbo	AT	FED  CAL
A4SGE01C	UD-S204	22611AF413	A4SGC00C	5239AC77	E1F11923	N.AMERICA	Impreza	2002	2.0L	Turbo	AT	FED  CAL
A4TC401L	UD-S204	22611AJ030	A4TC101L	5239AC77	F7C25519	N.AMERICA	Impreza	2003	2.0L	Turbo	MT	FED  CAL
A4TC401L	UD-S204	22611AJ031	A4TC300L	5239AC77	F7C25519	N.AMERICA	Impreza	2003	2.0L	Turbo	MT	FED  CAL
A4TC401L	UD-S204	22611AJ032	A4TC400L	5239AC77	F7C25519	N.AMERICA	Impreza	2003	2.0L	Turbo	MT	FED  CAL
D6XR2U0C	UD-S205C	22611AJ020	D6SR2U03	CD1077C4	46FD 063B	N.AMERICA	Impreza	2003	2.5L	non-Turbo	MT AT	FED  CAL
D6XR2U0C	UD-S205C	22611AJ021	D6VR2U05	CD1077C4	46FD 063B	N.AMERICA	Impreza	2003	2.5L	non-Turbo	MT AT	FED  CAL
D6XR2U0C	UD-S205C	22611AJ022	D6VR2U06	CD1077C4	46FD 063B	N.AMERICA	Impreza	2003	2.5L	non-Turbo	MT AT	FED  CAL
D6XR2U0C	UD-S205C	22611AJ023	D6XR2U0A	CD1077C4	46FD 063B	N.AMERICA	Impreza	2003	2.5L	non-Turbo	MT AT	FED  CAL
D6XR2U0C	UD-S205C	22611AJ024	D6XR2U0B	CD1077C4	46FD 063B	N.AMERICA	Impreza	2003	2.5L	non-Turbo	MT AT	FED  CAL
A4TF520F	UD-S217	22611AH791	A4TF300F	DD2F0946	E32DF146	N.AMERICA	Impreza	2004	2.0L	Turbo	MT	FED  CAL
A4TF520F	UD-S217	22611AH792	A4TF500F	DD2F0946	E32DF146	N.AMERICA	Impreza	2004	2.0L	Turbo	MT	FED  CAL
A4TF520F	UD-S217	22611AH793	A4TF510F	DD2F0946	E32DF146	N.AMERICA	Impreza	2004	2.0L	Turbo	MT	FED  CAL
A4TF520E	UD-S217	22611AH801	A4TF300E	DD2F0946	0EFA51E4	N.AMERICA	Impreza	2004	2.0L	Turbo	AT	FED  CAL
A4TF520E	UD-S217	22611AH802	A4TF400E	DD2F0946	0EFA51E4	N.AMERICA	Impreza	2004	2.0L	Turbo	AT	FED  CAL
A4TF520E	UD-S217	22611AH803	A4TF510E	DD2F0946	0EFA51E4	N.AMERICA	Impreza	2004	2.0L	Turbo	AT	FED  CAL
A2ZJ710J	UD-S202	22611AJ241	A2ZJ500J	BD23096C	59CAB5E0	N.AMERICA	Impreza	2004	2.5L	Turbo	MT	FED  CAL
A2ZJ710J	UD-S202	22611AJ242	A2ZJ700J	BD23096C	59CAB5E0	N.AMERICA	Impreza	2004	2.5L	Turbo	MT	FED  CAL
D86T2U07	22611AH525	22611AH521	D86T2U03	E18C3F85	1D33 865E	N.AMERICA	Impreza	2004	2.5L	non-Turbo	MT AT	FED  CAL
