source_cid	source_address	target_cid	target_address	source_name	target_name	canonical_name	size	body_sha256	status	match_method
LF9C102P	0xA7318	LF9D012H	0xAF4E4	FUN_000a7318	FUN_000af4e4	FUN_000a7318	314	064d57b3f8c2c310362dc01c357c034fc001ba9dd0f1c30ab08f7e2c3d4a5a48	source_unnamed	unique_full_body_sha256
LF9C102P	0x86702	LF9D012H	0x89472	FUN_00086702	FUN_00089472	FUN_00086702	152	065bf24038f621801db85cb6fef059c7bdda71b8d3f7c04fd45bb241a4a0db1a	source_unnamed	unique_full_body_sha256
LF9C102P	0x13E1A4	LF9D012H	0x1482F8	FUN_0013e1a4	FUN_001482f8	FUN_0013e1a4	34	06857af0959dc1c48f55e3dab72f26c97fe73e5a3dd5cf0dd21fe30481edf87f	source_unnamed	unique_full_body_sha256
LF9C102P	0xDD2D8	LF9D012H	0xE5BC0	FUN_000dd2d8	FUN_000e5bc0	FUN_000dd2d8	260	06966dcb03dd4b8ec46b79ebc321571b206d5d6db7559d310030e1d841b19f07	source_unnamed	unique_full_body_sha256
LF9C102P	0x1025C4	LF9D012H	0x10C5F0	FUN_001025c4	FUN_0010c5f0	FUN_001025c4	114	069e3a9aaa630b613188dc434e8fb06ec5a661be41331d1fd88399b45a5832c5	source_unnamed	unique_full_body_sha256
LF9C102P	0x1753A0	LF9D012H	0x17FB28	FUN_001753a0	FUN_0017fb28	FUN_001753a0	94	06a7e45447b9254e407dfd83bf252e6205ad46bfda6d998a8a95724456c7dd42	source_unnamed	unique_full_body_sha256
LF9C102P	0x70A12	LF9D012H	0x72DAA	FUN_00070a12	FUN_00072daa	FUN_00070a12	42	06e7504439fd416831d2acd0f084d15488ea366c6e916db626509c597dcc55bd	source_unnamed	unique_full_body_sha256
LF9C102P	0x1E4CC0	LF9D012H	0x1F1C50	FUN_001e4cc0	FUN_001f1c50	FUN_001e4cc0	10	06f3087cc388fe3c1ca4beedb73a22ddc3b5a3b10c734fc76863d9820f2bca26	source_unnamed	unique_full_body_sha256
LF9C102P	0x7E24E	LF9D012H	0x80DAE	FUN_0007e24e	FUN_00080dae	FUN_0007e24e	392	06f74201095dcd3fd3e6a193c2e43758732cdb8d7f5299e657b75e42a979ebae	source_unnamed	unique_full_body_sha256
LF9C102P	0x1D4B8A	LF9D012H	0x1E094E	FUN_001d4b8a	FUN_001e094e	FUN_001d4b8a	88	076bb02df16e9808c693649c9991281589234a2cfaba88f40240070f37d7e5e5	source_unnamed	unique_full_body_sha256
